,bairro/cidade,rua,legenda,area m²,Quartos,banheiros,vagas,preço,condominio,bairro,cidade
141,"Meireles, Fortaleza",Rua Tomás Pompeu,"Apartamento para comprar 
Meireles, Fortaleza",151,3,5,3,R$ 1.350.000,Cond. R$ 1.547 • IPTU R$ 494,Meireles, Fortaleza
142,"Paupina, Fortaleza",Rua Tropical,"Apartamento para comprar 
Paupina, Fortaleza",48,2,2,1,R$ 185.000,Cond. R$ 296,Paupina, Fortaleza
143,"Jardim das Oliveiras, Fortaleza",Rua Vicente Lopes,"Casa para comprar 
Jardim das Oliveiras, Fortaleza",160,4,5,4,R$ 750.000,0,Jardim das Oliveiras, Fortaleza
144,"Manuel Dias Branco, Fortaleza",Rua Bento Albuquerque,"Apartamento para comprar 
Manuel Dias Branco, Fortaleza",116,3,4,2,R$ 1.190.000,Cond. R$ 1.000 • IPTU R$ 2.800,Manuel Dias Branco, Fortaleza
145,"Sapiranga-Coité, Fortaleza",Rua Marcelino Lopes,"Casa para comprar 
Sapiranga-Coité, Fortaleza",178,4,4,2,R$ 799.000,0,Sapiranga-Coité, Fortaleza
146,"Jangurussu, Fortaleza",Rua Santa Prudenciana,"Apartamento para comprar 
Jangurussu, Fortaleza",800,16,8,8,R$ 950.000,Cond. R$ 1 • IPTU R$ 1.200,Jangurussu, Fortaleza
147,"Aldeota, Fortaleza",Rua General Joaquim de Andrade,"Apartamento para comprar 
Aldeota, Fortaleza",69,2,2,1,R$ 837.000,Cond. R$ 2.000,Aldeota, Fortaleza
148,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Caio Cid,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",71,3,3,2,R$ 655.000,Cond. R$ 650,Engenheiro Luciano Cavalcante, Fortaleza
149,"Cocó, Fortaleza",Rua Vilebaldo Aguiar,"Apartamento para comprar 
Cocó, Fortaleza",125,3,4,2,R$ 490.000,Cond. R$ 1.130 • IPTU R$ 1.695,Cocó, Fortaleza
150,"Parque Iracema, Fortaleza",Rua Leão Veloso,"Apartamento para comprar 
Parque Iracema, Fortaleza",90,3,3,2,R$ 914.000,Cond. R$ 750 • IPTU R$ 1.547,Parque Iracema, Fortaleza
151,"Lagoa Redonda, Fortaleza",Rua Alfa,"Casa de condomínio para comprar 
Lagoa Redonda, Fortaleza",180,4,5,4,R$ 1.200.000,Cond. R$ 1 • IPTU R$ 1,Lagoa Redonda, Fortaleza
152,"Aldeota, Fortaleza",Avenida Santos Dumont,"Apartamento para comprar 
Aldeota, Fortaleza",100,2,3,1,R$ 500.000,Cond. R$ 800,Aldeota, Fortaleza
153,"Cambeba, Fortaleza",Avenida Engenheiro Agrônomo José Guimarães Duque,"Apartamento para comprar 
Cambeba, Fortaleza",112,3,4,2,R$ 760.000,0,Cambeba, Fortaleza
154,"Engenheiro Luciano Cavalcante, Fortaleza",Rua General Caiado de Castro,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",60,2,2,1,R$ 490.000,Cond. R$ 380 • IPTU R$ 10,Engenheiro Luciano Cavalcante, Fortaleza
155,"Meireles, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Meireles, Fortaleza",350,4,5,5,R$ 3.600.000,Cond. R$ 4.300 • IPTU R$ 14.872,Meireles, Fortaleza
156,"Vicente Pinzon, Fortaleza",Rua Pascoal de Castro Alves,"Apartamento para comprar 
Vicente Pinzon, Fortaleza",105,3,2,2,R$ 320.000,Cond. R$ 1.452 • IPTU R$ 85,Vicente Pinzon, Fortaleza
157,"Dionisio Torres, Fortaleza",Rua Dom Expedito Lopes,"Apartamento para comprar 
Dionisio Torres, Fortaleza",50,2,2,1,R$ 650.000,Cond. R$ 600,Dionisio Torres, Fortaleza
158,"Parque Iracema, Fortaleza",Rua Fernando Santos,"Apartamento para comprar 
Parque Iracema, Fortaleza",56,2,1,1,R$ 660.000,Cond. R$ 535 • IPTU R$ 135,Parque Iracema, Fortaleza
159,"Parque Manibura, Fortaleza",Rua General Caiado de Castro,"Apartamento para comprar 
Parque Manibura, Fortaleza",57,2,2,1,R$ 487.000,0,Parque Manibura, Fortaleza
160,"Mucuripe, Fortaleza",Rua Jaime Vasconcelos,"Apartamento para comprar 
Mucuripe, Fortaleza",112,3,3,1,R$ 400.000,Cond. R$ 1.180,Mucuripe, Fortaleza
161,"Manuel Dias Branco, Fortaleza",Rua Passeio dos Cajueiros,"Apartamento para comprar 
Manuel Dias Branco, Fortaleza",47,2,1,1,R$ 365.990,0,Manuel Dias Branco, Fortaleza
162,"Parque Iracema, Fortaleza",Rua Leão Veloso,"Apartamento para comprar 
Parque Iracema, Fortaleza",89,3,2,2,R$ 799.600,Cond. R$ 800 • IPTU R$ 890,Parque Iracema, Fortaleza
163,"Mondubim, Fortaleza",Rua Rubi,"Casa para comprar 
Mondubim, Fortaleza",108,3,3,2,R$ 480.000,0,Mondubim, Fortaleza
164,"Edson Queiroz, Fortaleza",Rua Hil de Moraes,"Apartamento para comprar 
Edson Queiroz, Fortaleza",54,2,2,1,R$ 525.000,Cond. R$ 361,Edson Queiroz, Fortaleza
165,"Meireles, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Meireles, Fortaleza",350,4,5,5,R$ 3.800.000,0,Meireles, Fortaleza
166,"Varjota, Fortaleza",Rua Delmiro Gouveia,"Apartamento para comprar 
Varjota, Fortaleza",153,3,4,3,R$ 1.850.000,Cond. R$ 1.100 • IPTU R$ 207,Varjota, Fortaleza
167,"Centro, Fortaleza",Avenida Heraclito Graça,"Apartamento para comprar 
Centro, Fortaleza",95,3,3,2,R$ 800.000,Cond. R$ 785 • IPTU R$ 271,Centro, Fortaleza
168,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Caetano Ximenes Aragão,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",82,3,3,2,R$ 620.000,0,Engenheiro Luciano Cavalcante, Fortaleza
169,"Centro, Fortaleza",Rua João Cordeiro,"Apartamento para comprar 
Centro, Fortaleza",62,2,2,2,R$ 530.000,Cond. R$ 575,Centro, Fortaleza
170,"Meireles, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Meireles, Fortaleza",48,2,1,1,R$ 850.000,Cond. R$ 675 • IPTU R$ 932,Meireles, Fortaleza
171,"Edson Queiroz, Fortaleza",Rua Hil de Moraes,"Apartamento para comprar 
Edson Queiroz, Fortaleza",30,1,1,1,R$ 395.000,Cond. R$ 183,Edson Queiroz, Fortaleza
172,"Meireles, Fortaleza",Rua Barbosa de Freitas,"Apartamento para comprar 
Meireles, Fortaleza",153,3,5,3,R$ 3.100.000,0,Meireles, Fortaleza
173,"Aldeota, Fortaleza",Rua General Tertuliano Potiguara,"Apartamento para comprar 
Aldeota, Fortaleza",155,4,5,4,R$ 1.499.900,Cond. R$ 1.600,Aldeota, Fortaleza
174,"Dionisio Torres, Fortaleza",Rua Padre Valdevino,"Apartamento para comprar 
Dionisio Torres, Fortaleza",135,3,5,2,R$ 580.000,Cond. R$ 1.430 • IPTU R$ 1.890,Dionisio Torres, Fortaleza
175,"Aldeota, Fortaleza",Rua Marcos Macêdo,"Apartamento para comprar 
Aldeota, Fortaleza",168,3,3,3,R$ 1.590.000,0,Aldeota, Fortaleza
176,"Parque Manibura, Fortaleza",Rua Fernando Benevides,"Casa para comprar 
Parque Manibura, Fortaleza",126,3,3,8,R$ 850.000,Cond. R$ 1 • IPTU R$ 1,Parque Manibura, Fortaleza
177,"Meireles, Fortaleza",Rua Frei Mansueto,"Apartamento para comprar 
Meireles, Fortaleza",115,3,3,2,R$ 620.000,Cond. R$ 1.215 • IPTU R$ 1.327,Meireles, Fortaleza
178,"Cocó, Fortaleza",Rua Bento Albuquerque,"Apartamento para comprar 
Cocó, Fortaleza",111,3,4,3,R$ 1.530.000,Cond. R$ 950,Cocó, Fortaleza
179,"Meireles, Fortaleza",Rua Pereira Valente,"Apartamento para comprar 
Meireles, Fortaleza",103,2,3,2,R$ 800.000,Cond. R$ 1.200 • IPTU R$ 1.952,Meireles, Fortaleza
180,"Papicu, Fortaleza",Rua André Dall'Olio,"Apartamento para comprar 
Papicu, Fortaleza",111,3,3,3,R$ 450.000,Cond. R$ 800 • IPTU R$ 1,Papicu, Fortaleza
181,"Praia de Iracema, Fortaleza",Rua Dragão do Mar,"Apartamento para comprar 
Praia de Iracema, Fortaleza",46,1,1,1,R$ 630.000,Cond. R$ 600,Praia de Iracema, Fortaleza
182,"Lagoa Redonda, Fortaleza",Avenida Odilon Guimarães,"Casa para comprar 
Lagoa Redonda, Fortaleza",195,3,4,2,R$ 898.000,Cond. R$ 1.300 • IPTU R$ 1,Lagoa Redonda, Fortaleza
183,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Luiza Miranda Coelho,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",76,3,2,2,R$ 650.000,Cond. R$ 549,Engenheiro Luciano Cavalcante, Fortaleza
184,"Dionisio Torres, Fortaleza",Rua Professor Francisco Gonçalves,"Apartamento para comprar 
Dionisio Torres, Fortaleza",115,3,3,2,R$ 1.120.000,0,Dionisio Torres, Fortaleza
185,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Teodorico de Paiva,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",129,2,3,2,R$ 950.000,0,Engenheiro Luciano Cavalcante, Fortaleza
186,"Edson Queiroz, Fortaleza",Rua Clóvis Beviláqua,"Casa para comprar 
Edson Queiroz, Fortaleza",177,4,3,2,R$ 980.000,Cond. R$ 1.550 • IPTU R$ 1.867,Edson Queiroz, Fortaleza
187,"Mucuripe, Fortaleza",Rua Manuel Jacaré,"Apartamento para comprar 
Mucuripe, Fortaleza",213,3,5,4,R$ 2.600.000,Cond. R$ 1.200 • IPTU R$ 2.700,Mucuripe, Fortaleza
188,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Chico Feitosa do Cococi,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",70,3,2,2,R$ 800.000,Cond. R$ 534,Engenheiro Luciano Cavalcante, Fortaleza
189,"José Bonifácio, Fortaleza",Rua Solon Pinheiro,"Apartamento para comprar 
José Bonifácio, Fortaleza",90,3,3,2,R$ 895.000,Cond. R$ 750,José Bonifácio, Fortaleza
190,"Lagoa Redonda, Fortaleza",Avenida Recreio,"Casa para comprar 
Lagoa Redonda, Fortaleza",148,3,4,3,R$ 940.000,Cond. R$ 1.150,Lagoa Redonda, Fortaleza
191,"Fátima, Fortaleza",Rua Ministro Joaquim Bastos,"Apartamento para comprar 
Fátima, Fortaleza",118,3,4,2,R$ 1.100.000,Cond. R$ 1.130 • IPTU R$ 1.815,Fátima, Fortaleza
192,"Mucuripe, Fortaleza",Rua Frei Mansueto,"Apartamento para comprar 
Mucuripe, Fortaleza",72,3,2,2,R$ 970.818,Cond. R$ 1.032,Mucuripe, Fortaleza
193,"Praia do Futuro I, Fortaleza",Avenida Pintor Antônio Bandeira,"Casa de condomínio para comprar 
Praia do Futuro I, Fortaleza",117,3,4,104,R$ 995.758,Cond. R$ 685,Praia do Futuro I, Fortaleza
194,"Meireles, Fortaleza",,"Apartamento para comprar 
Meireles, Fortaleza",100,2,3,2,R$ 1.150.000,Cond. R$ 1.000 • IPTU R$ 245,Meireles, Fortaleza
195,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Caetano Ximenes Aragão,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",81,3,2,2,R$ 618.000,Cond. R$ 500,Engenheiro Luciano Cavalcante, Fortaleza
196,"Edson Queiroz, Fortaleza",Rua Rubens Lima Barros,"Casa para comprar 
Edson Queiroz, Fortaleza",521,9,9,15,R$ 1.500.000,0,Edson Queiroz, Fortaleza
197,"Meireles, Fortaleza",Avenida da Abolição,"Apartamento para comprar 
Meireles, Fortaleza",66,2,1,1,R$ 1.250.000,0,Meireles, Fortaleza
198,"Messejana, Fortaleza",Rua Coronel João de Oliveira,"Apartamento para comprar 
Messejana, Fortaleza",72,3,2,2,R$ 445.000,Cond. R$ 480 • IPTU R$ 1.000,Messejana, Fortaleza
199,"Meireles, Fortaleza",Avenida Dom Luís,"Apartamento para comprar 
Meireles, Fortaleza",137,2,3,2,R$ 650.000,Cond. R$ 1.300,Meireles, Fortaleza
200,"Cocó, Fortaleza",Rua Vilebaldo Aguiar,"Apartamento para comprar 
Cocó, Fortaleza",77,3,2,2,R$ 752.000,0,Cocó, Fortaleza
201,"Guararapes, Fortaleza",Rua Jornalista César Magalhães,"Apartamento para comprar 
Guararapes, Fortaleza",138,3,4,3,R$ 1.599.000,Cond. R$ 913,Guararapes, Fortaleza
202,"Papicu, Fortaleza",Rua Pereira de Miranda,"Apartamento para comprar 
Papicu, Fortaleza",139,3,4,2,R$ 530.000,Cond. R$ 1.300 • IPTU R$ 1.151,Papicu, Fortaleza
203,"Dionisio Torres, Fortaleza",Rua José Vilar,"Apartamento para comprar 
Dionisio Torres, Fortaleza",118,3,4,2,R$ 520.000,Cond. R$ 1.550,Dionisio Torres, Fortaleza
204,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Reverendo Bolivar Pinto Bandeira,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",146,3,3,3,R$ 1.795.000,0,Engenheiro Luciano Cavalcante, Fortaleza
205,"Joaquim Távora, Fortaleza",Rua Padre Valdevino,"Apartamento para comprar 
Joaquim Távora, Fortaleza",75,3,2,2,R$ 690.000,Cond. R$ 550,Joaquim Távora, Fortaleza
206,"Aldeota, Fortaleza",Rua Afonso Celso,"Apartamento para comprar 
Aldeota, Fortaleza",220,3,5,4,R$ 1.000.000,Cond. R$ 1.300 • IPTU R$ 406,Aldeota, Fortaleza
207,"Dionisio Torres, Fortaleza",Rua Nunes Valente,"Apartamento para comprar 
Dionisio Torres, Fortaleza",160,3,5,3,R$ 750.000,Cond. R$ 1.500,Dionisio Torres, Fortaleza
208,"Cocó, Fortaleza",,"Casa para comprar 
Cocó, Fortaleza",480,4,5,4,R$ 2.000.000,IPTU R$ 287,Cocó, Fortaleza
209,"Meireles, Fortaleza",Rua Tomás Pompeu,"Apartamento para comprar 
Meireles, Fortaleza",143,3,3,2,R$ 750.000,Cond. R$ 1.350 • IPTU R$ 2.364,Meireles, Fortaleza
210,"Aldeota, Fortaleza",Rua Vicente Linhares,"Apartamento para comprar 
Aldeota, Fortaleza",271,4,5,4,R$ 3.542.547,0,Aldeota, Fortaleza
211,"Meireles, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Meireles, Fortaleza",134,3,4,2,R$ 680.000,Cond. R$ 2.050,Meireles, Fortaleza
212,"Sapiranga-Coité, Fortaleza",Avenida Presidente Artur Bernardes,"Casa para comprar 
Sapiranga-Coité, Fortaleza",400,5,4,3,R$ 1.300.000,IPTU R$ 3.000,Sapiranga-Coité, Fortaleza
213,"Papicu, Fortaleza",Rua Artista Plástico Marcus Jussier,"Apartamento para comprar 
Papicu, Fortaleza",109,3,3,2,R$ 955.000,Cond. R$ 760 • IPTU R$ 1.767,Papicu, Fortaleza
214,"Aldeota, Fortaleza",Rua Antônio Augusto,"Apartamento para comprar 
Aldeota, Fortaleza",110,3,3,2,R$ 1.100.000,Cond. R$ 1.100 • IPTU R$ 100,Aldeota, Fortaleza
215,"Mucuripe, Fortaleza",Rua Senador Machado,"Apartamento para comprar 
Mucuripe, Fortaleza",235,4,5,4,R$ 4.850.000,Cond. R$ 1.800 • IPTU R$ 1,Mucuripe, Fortaleza
216,"Dionisio Torres, Fortaleza",Rua José Vilar,"Apartamento para comprar 
Dionisio Torres, Fortaleza",118,3,4,2,R$ 520.000,Cond. R$ 1.500 • IPTU R$ 1,Dionisio Torres, Fortaleza
217,"Papicu, Fortaleza",Rua Raimundo Oliveira Filho,"Apartamento para comprar 
Papicu, Fortaleza",127,3,3,2,R$ 530.000,Cond. R$ 752 • IPTU R$ 1,Papicu, Fortaleza
218,"Aldeota, Fortaleza",Rua Eduardo Salgado,"Apartamento para comprar 
Aldeota, Fortaleza",69,2,2,2,R$ 959.436,0,Aldeota, Fortaleza
219,"Mondubim, Fortaleza",Rua José Sitônio Rosas,"Casa de condomínio para comprar 
Mondubim, Fortaleza",118,4,3,3,R$ 550.000,Cond. R$ 580 • IPTU R$ 850,Mondubim, Fortaleza
220,"Parque Iracema, Fortaleza",Rua Fernando Santos,"Apartamento para comprar 
Parque Iracema, Fortaleza",110,3,4,2,R$ 999.000,Cond. R$ 1.000,Parque Iracema, Fortaleza
221,"Meireles, Fortaleza",Rua Ana Bilhar,"Apartamento para comprar 
Meireles, Fortaleza",247,4,6,5,R$ 3.750.000,Cond. R$ 1 • IPTU R$ 1,Meireles, Fortaleza
222,"Meireles, Fortaleza",Rua Pereira Valente,"Apartamento para comprar 
Meireles, Fortaleza",117,3,5,3,R$ 869.250,Cond. R$ 1.100 • IPTU R$ 1.000,Meireles, Fortaleza
223,"Aldeota, Fortaleza",Rua Carolina Sucupira,"Apartamento para comprar 
Aldeota, Fortaleza",157,3,3,3,R$ 1.100.000,Cond. R$ 2.000,Aldeota, Fortaleza
224,"Joaquim Távora, Fortaleza",Rua João Brígido,"Cobertura para comprar 
Joaquim Távora, Fortaleza",216,4,5,3,R$ 1.000.000,Cond. R$ 1.800,Joaquim Távora, Fortaleza
225,"Cocó, Fortaleza",Rua Doutor Batista de Oliveira,"Apartamento para comprar 
Cocó, Fortaleza",45,1,2,1,R$ 500.000,Cond. R$ 550 • IPTU R$ 1,Cocó, Fortaleza
226,"Centro, Fortaleza",Rua Pero Coelho,"Apartamento para comprar 
Centro, Fortaleza",141,3,2,4,R$ 1.150.000,Cond. R$ 609,Centro, Fortaleza
227,"Porto das Dunas, Aquiraz",Avenida Litorânea,"Apartamento para comprar 
Porto das Dunas, Aquiraz",29,1,1,2,R$ 396.000,0,Porto das Dunas, Aquiraz
228,"Dionisio Torres, Fortaleza",Avenida Pontes Vieira,"Apartamento para comprar 
Dionisio Torres, Fortaleza",124,3,4,4,R$ 1.494.000,0,Dionisio Torres, Fortaleza
229,"Parque Iracema, Fortaleza",Rua Alódia,"Apartamento para comprar 
Parque Iracema, Fortaleza",70,3,2,2,R$ 695.000,Cond. R$ 756,Parque Iracema, Fortaleza
230,"Aldeota, Fortaleza",Rua Nunes Valente,"Apartamento para comprar 
Aldeota, Fortaleza",95,3,3,2,R$ 879.990,Cond. R$ 1.100,Aldeota, Fortaleza
231,"Cidade dos Funcionários, Fortaleza",Rua Walter de Castro,"Casa para comprar 
Cidade dos Funcionários, Fortaleza",270,4,7,4,R$ 1.050.000,0,Cidade dos Funcionários, Fortaleza
232,"Parque Iracema, Fortaleza",Rua Leão Veloso,"Apartamento para comprar 
Parque Iracema, Fortaleza",105,3,4,2,R$ 942.690,Cond. R$ 648,Parque Iracema, Fortaleza
233,"Papicu, Fortaleza",Rua Joaquim Lima,"Apartamento para comprar 
Papicu, Fortaleza",78,3,2,2,R$ 794.832,0,Papicu, Fortaleza
234,"Cocó, Fortaleza",Rua Andrade Furtado,"Apartamento para comprar 
Cocó, Fortaleza",182,4,4,2,R$ 699.000,Cond. R$ 1.250,Cocó, Fortaleza
235,"Papicu, Fortaleza",Rua Joaquim Lima,"Apartamento para comprar 
Papicu, Fortaleza",98,3,3,2,R$ 986.014,0,Papicu, Fortaleza
236,"Sapiranga-Coité, Fortaleza",Rua Eunice Weaver,"Casa para comprar 
Sapiranga-Coité, Fortaleza",212,5,5,5,R$ 940.000,0,Sapiranga-Coité, Fortaleza
237,"Dionisio Torres, Fortaleza",Rua Tibúrcio Cavalcanti,"Apartamento para comprar 
Dionisio Torres, Fortaleza",135,3,4,2,R$ 780.000,Cond. R$ 1.340,Dionisio Torres, Fortaleza
238,"Meireles, Fortaleza",Rua Ildefonso Albano,"Apartamento para comprar 
Meireles, Fortaleza",53,2,2,1,R$ 430.000,Cond. R$ 1.926,Meireles, Fortaleza
239,"Sapiranga, Fortaleza",Avenida Presidente Artur Bernardes,"Casa para comprar 
Sapiranga, Fortaleza",280,3,5,8,R$ 1.100.000,IPTU R$ 2.320,Sapiranga, Fortaleza
240,"Cocó, Fortaleza",Rua Deusdedit Costa Sousa,"Apartamento para comprar 
Cocó, Fortaleza",70,3,2,2,R$ 660.000,Cond. R$ 650 • IPTU R$ 1.200,Cocó, Fortaleza
241,"Papicu, Fortaleza",Rua Joaquim Lima,"Apartamento para comprar 
Papicu, Fortaleza",78,3,3,2,R$ 776.000,Cond. R$ 627 • IPTU R$ 123,Papicu, Fortaleza
242,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Monsenhor Carneiro da Cunha,"Casa para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",450,4,5,6,R$ 1.800.000,0,Engenheiro Luciano Cavalcante, Fortaleza
243,"Meireles, Fortaleza",Rua Silva Jatahy,"Apartamento para comprar 
Meireles, Fortaleza",81,3,2,2,R$ 1.080.000,Cond. R$ 947,Meireles, Fortaleza
244,"Sapiranga, Fortaleza",,"Casa para comprar 
Sapiranga, Fortaleza",220,5,5,4,R$ 725.000,IPTU R$ 103,Sapiranga, Fortaleza
245,"Meireles, Fortaleza",Rua Doutor José Lourenço,"Apartamento para comprar 
Meireles, Fortaleza",117,3,4,2,R$ 1.415.000,Cond. R$ 1 • IPTU R$ 1,Meireles, Fortaleza
246,"Cidade dos Funcionários, Fortaleza",Rua Teofredo Goiana,"Casa para comprar 
Cidade dos Funcionários, Fortaleza",500,5,5,2,R$ 750.000,0,Cidade dos Funcionários, Fortaleza
247,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Caio Cid,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",112,3,4,3,R$ 895.000,Cond. R$ 820 • IPTU R$ 250,Engenheiro Luciano Cavalcante, Fortaleza
248,"Parquelândia, Fortaleza",Rua Dom Manuel de Medeiros,"Casa para comprar 
Parquelândia, Fortaleza",198,5,5,4,R$ 675.000,IPTU R$ 2.145,Parquelândia, Fortaleza
249,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Luiza Miranda Coelho,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",74,3,3,2,R$ 750.000,Cond. R$ 820,Engenheiro Luciano Cavalcante, Fortaleza
250,"José de Alencar, Fortaleza",Rua Egídio de Oliveira,"Casa de condomínio para comprar 
José de Alencar, Fortaleza",240,5,6,6,R$ 1.627.000,0,José de Alencar, Fortaleza
251,"Sapiranga-Coité, Fortaleza",Rua José Vilar de Andrade,"Casa para comprar 
Sapiranga-Coité, Fortaleza",182,4,5,4,R$ 1.170.000,IPTU R$ 1.575,Sapiranga-Coité, Fortaleza
252,"Passaré, Fortaleza",Rua Pedro Veríssimo,"Casa para comprar 
Passaré, Fortaleza",110,3,2,2,R$ 400.000,0,Passaré, Fortaleza
253,"Papicu, Fortaleza",Rua Joaquim Lima,"Apartamento para comprar 
Papicu, Fortaleza",98,3,3,2,R$ 1.030.335,Cond. R$ 635,Papicu, Fortaleza
254,"Meireles, Fortaleza",Rua Pereira Valente,"Apartamento para comprar 
Meireles, Fortaleza",117,3,4,2,R$ 1.300.000,Cond. R$ 1.015,Meireles, Fortaleza
255,"Cajazeiras, Fortaleza",Rua Doutora Wanda Sidou,"Casa para comprar 
Cajazeiras, Fortaleza",230,3,5,4,R$ 1.270.000,Cond. R$ 1.028 • IPTU R$ 1.300,Cajazeiras, Fortaleza
256,"Mucuripe, Fortaleza",Rua Frei Mansueto,"Apartamento para comprar 
Mucuripe, Fortaleza",113,3,3,3,R$ 1.515.000,Cond. R$ 1.060 • IPTU R$ 5.600,Mucuripe, Fortaleza
257,"Dionisio Torres, Fortaleza",Rua Nunes Valente,"Apartamento para comprar 
Dionisio Torres, Fortaleza",118,3,4,2,R$ 760.000,Cond. R$ 1.380,Dionisio Torres, Fortaleza
258,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Reverendo Bolivar Pinto Bandeira,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",146,3,4,3,R$ 1.590.000,Cond. R$ 1 • IPTU R$ 295,Engenheiro Luciano Cavalcante, Fortaleza
259,"Aldeota, Fortaleza",Avenida Padre Antônio Tomás,"Apartamento para comprar 
Aldeota, Fortaleza",320,3,4,4,R$ 1.950.000,Cond. R$ 2.039,Aldeota, Fortaleza
260,"Sabiaguaba, Fortaleza",Rua Francisco Matias,"Casa de condomínio para comprar 
Sabiaguaba, Fortaleza",229,4,5,3,R$ 1.240.000,Cond. R$ 1.600,Sabiaguaba, Fortaleza
261,"Aldeota, Fortaleza",Rua Silva Paulet,"Apartamento para comprar 
Aldeota, Fortaleza",105,2,3,2,R$ 1.250.000,Cond. R$ 1.104,Aldeota, Fortaleza
262,"Papicu, Fortaleza",Rua José Carlos Gurgel Nogueira,"Apartamento para comprar 
Papicu, Fortaleza",62,2,3,1,R$ 320.000,Cond. R$ 650,Papicu, Fortaleza
263,"Sapiranga, Fortaleza",Rua Salvador Correia de Sá,"Casa para comprar 
Sapiranga, Fortaleza",180,6,4,4,R$ 980.000,0,Sapiranga, Fortaleza
264,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Reverendo Bolivar Pinto Bandeira,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",146,4,5,3,R$ 1.590.000,Cond. R$ 1.200,Engenheiro Luciano Cavalcante, Fortaleza
265,"Fátima, Fortaleza",Rua Dom Sebastião Leme,"Apartamento para comprar 
Fátima, Fortaleza",105,3,3,2,R$ 750.000,Cond. R$ 1.420,Fátima, Fortaleza
266,"Parque Manibura, Fortaleza",Rua República da Armênia,"Casa para comprar 
Parque Manibura, Fortaleza",185,5,3,6,R$ 1.550.000,0,Parque Manibura, Fortaleza
267,"Joaquim Távora, Fortaleza",Rua João Brígido,"Apartamento para comprar 
Joaquim Távora, Fortaleza",119,3,3,2,R$ 1.290.000,Cond. R$ 850,Joaquim Távora, Fortaleza
268,"Meireles, Fortaleza",Rua Doutor José Lourenço,"Apartamento para comprar 
Meireles, Fortaleza",112,3,4,2,R$ 1.248.000,0,Meireles, Fortaleza
269,"Benfica, Fortaleza",Avenida dos Expedicionários,"Apartamento para comprar 
Benfica, Fortaleza",82,3,4,2,R$ 799.000,Cond. R$ 860 • IPTU R$ 1.500,Benfica, Fortaleza
270,"Meireles, Fortaleza",Avenida Rui Barbosa,"Apartamento para comprar 
Meireles, Fortaleza",193,3,3,3,R$ 1.669.550,Cond. R$ 1.100 • IPTU R$ 2.100,Meireles, Fortaleza
271,"Mucuripe, Fortaleza",Rua da Paz,"Apartamento para comprar 
Mucuripe, Fortaleza",36,1,1,1,R$ 550.000,0,Mucuripe, Fortaleza
272,"Cidade dos Funcionários, Fortaleza",Rua Pedro Firmeza,"Casa para comprar 
Cidade dos Funcionários, Fortaleza",220,5,6,4,R$ 900.000,IPTU R$ 150,Cidade dos Funcionários, Fortaleza
273,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Doutor José Teles,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",215,4,5,3,R$ 950.000,Cond. R$ 2.800,Engenheiro Luciano Cavalcante, Fortaleza
274,"Fátima, Fortaleza",Rua Coronel João Carneiro,"Apartamento para comprar 
Fátima, Fortaleza",97,3,2,1,R$ 255.000,Cond. R$ 500,Fátima, Fortaleza
