,endereco,legenda,area m²,Quartos,banheiros,vagas,preço,condominio,rua,bairro,cidade,estado,preco p/ m²,endereco_geo,latitude,longitude,preco_bin,Regional,IDH-Educação,IDH-Longevidade,IDH-Renda,IDH
1219,"Rua Barbalha, 100 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 300m²",300.0,4,3,3,1500000.0,1400.0,Rua Barbalha,Meireles,Fortaleza,CE,5000.0,"Rua Barbalha, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-100, Brasil",-3.728259804144965,-38.489915987881865,3001-5000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1220,"Rua Doutor José Lourenço, 605 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 255m²",255.0,4,5,5,4110287.0,3000.0,Rua Doutor José Lourenço,Meireles,Fortaleza,CE,16118.772549019608,"Rua Doutor José Lourenço, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60115-280, Brasil",-3.728734726322737,-38.50590506476694,15000 - 250000000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1221,"Rua Carolina Sucupira, 1478 - Aldeota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 169m²",169.0,3,4,2,550000.0,1150.0,Rua Carolina Sucupira,Aldeota,Fortaleza,CE,3254.437869822485,"Rua Carolina Sucupira, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60175-000, Brasil",-3.7433990905724657,-38.4931101117191,3001-5000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1222,"Rua Fonseca Lobo, 1400 - Aldeota, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 300m²",300.0,4,6,4,1390000.0,4500.0,Rua Fonseca Lobo,Aldeota,Fortaleza,CE,4633.333333333333,"Rua Fonseca Lobo, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60175-060, Brasil",-3.740951657388425,-38.49021449444437,3001-5000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1223,"Avenida da Abolição, 3235 - Meireles, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 63m²",63.0,2,2,2,1950000.0,769.0,Avenida da Abolição,Meireles,Fortaleza,CE,30952.38095238096,"Edifício Sabatini, 3235, Avenida da Abolição, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-081, Brasil",-3.72625005,-38.490560060304894,15000 - 250000000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1224,"Rua Joaquim Nabuco - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 262m²",262.0,4,5,3,2300000.0,2179.0,Rua Joaquim Nabuco,Meireles,Fortaleza,CE,8778.625954198473,"Rua Joaquim Nabuco, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60125-120, Brasil",-3.728381946484012,-38.49907519922546,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1225,"Rua Senador Machado, 300 - Mucuripe, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 221m²",221.0,3,5,3,2399000.0,2000.0,Rua Senador Machado,Mucuripe,Fortaleza,CE,10855.203619909502,"300, Rua Senador Machado, Mucuripe, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-170, Brasil",-3.7248146,-38.484743297333246,10001-15000,2,0.9827935222672064,0.6935749588138385,0.73180929102503,0.7930815919643188
1226,"Rua Ana Bilhar - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 305m²",305.0,4,5,4,2400000.0,2200.0,Rua Ana Bilhar,Meireles,Fortaleza,CE,7868.852459016393,"Rua Ana Bilhar, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60160-110, Brasil",-3.731576196360248,-38.48905398390895,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1227,"Rua Francisco Teixeira de Alcântara, 35 - Praia do Futuro I, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 704m²",704.0,4,4,5,1590000.0,3500.0,Rua Francisco Teixeira de Alcântara,Praia do Futuro I,Fortaleza,CE,2258.5227272727275,"Rua Francisco Teixeira de Alcântara, Praia do Futuro I, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60182-000, Brasil",-3.738108801778334,-38.45751578589417,1500-3000,2,0.8856275303643725,0.1630971993410214,0.1712427893541191,0.2913644994106573
1228,"Rua Senador Machado, 300 - Mucuripe, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 221m²",221.0,3,4,4,2300000.0,1800.0,Rua Senador Machado,Mucuripe,Fortaleza,CE,10407.239819004524,"300, Rua Senador Machado, Mucuripe, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-170, Brasil",-3.7248146,-38.484743297333246,10001-15000,2,0.9827935222672064,0.6935749588138385,0.73180929102503,0.7930815919643188
1230,"Rua Leonardo Mota, 500 - Meireles, Fortaleza - CE","Cobertura com 4 Quartos à Venda, 568m²",568.0,4,5,3,2800000.0,4000.0,Rua Leonardo Mota,Meireles,Fortaleza,CE,4929.577464788732,"Rua Leonardo Mota, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60170-040, Brasil",-3.7276212,-38.49345035,3001-5000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1231,"Rua da Paz, 181 - Mucuripe, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 300m²",300.0,3,4,4,2290000.0,2000.0,Rua da Paz,Mucuripe,Fortaleza,CE,7633.333333333333,"Rua da Paz, Mucuripe, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-180, Brasil",-3.7247833934080257,-38.48730152828296,5001-10000,2,0.9827935222672064,0.6935749588138385,0.73180929102503,0.7930815919643188
1232,"Rua Frei Mansueto - Mucuripe, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 272m²",272.0,4,5,2,1600000.0,2300.0,Rua Frei Mansueto,Mucuripe,Fortaleza,CE,5882.35294117647,"Rua Frei Mansueto, Mucuripe, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60170-210, Brasil",-3.7263848,-38.48932375,5001-10000,2,0.9827935222672064,0.6935749588138385,0.73180929102503,0.7930815919643188
1233,"Rua Joaquim Nabuco, 166 - Meireles, Fortaleza - CE","Flat com Quarto à Venda, 43m²",43.0,1,1,1,465000.0,1180.0,Rua Joaquim Nabuco,Meireles,Fortaleza,CE,10813.953488372092,"Mercure Fortaleza, 166, Rua Joaquim Nabuco, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60125-120, Brasil",-3.72664545,-38.49877033115183,10001-15000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1234,"Avenida Rui Barbosa, 880 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 152m²",152.0,4,5,4,1495000.0,1250.0,Avenida Rui Barbosa,Meireles,Fortaleza,CE,9835.526315789471,"Avenida Rui Barbosa, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60115-220, Brasil",-3.727274662059636,-38.50660866265316,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1235,"Rua Carlos Vasconcelos, 510 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 237m²",237.0,4,5,5,1590000.0,2701.0,Rua Carlos Vasconcelos,Meireles,Fortaleza,CE,6708.860759493671,"Rua Carlos Vasconcelos, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60115-170, Brasil",-3.726011927765285,-38.50853735124395,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1236,"Rua Coronel João Augusto Lima, 655 - Guararapes, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 250m²",250.0,4,5,4,1350000.0,2400.0,Rua Coronel João Augusto Lima,Guararapes,Fortaleza,CE,5400.0,"655, Rua Coronel João Augusto Lima, Guararapes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60810-321, Brasil",-3.76380365,-38.490001314336816,5001-10000,2,0.993927125506073,0.4794069192751236,0.9499194512745996,0.7678007652028228
1237,"Avenida Coronel Miguel Dias, 1411 - Guararapes, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 195m²",195.0,4,5,3,780000.0,2200.0,Avenida Coronel Miguel Dias,Guararapes,Fortaleza,CE,4000.0,"Avenida Coronel Miguel Dias, Guararapes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60810-160, Brasil",-3.76397455,-38.48773205,3001-5000,2,0.993927125506073,0.4794069192751236,0.9499194512745996,0.7678007652028228
1238,"Rua Doutor José Lourenço, 605 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 254m²",254.0,4,6,5,4150000.0,2341.0,Rua Doutor José Lourenço,Meireles,Fortaleza,CE,16338.582677165354,"Rua Doutor José Lourenço, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60115-280, Brasil",-3.728734726322737,-38.50590506476694,15000 - 250000000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1239,"Rua Padre Quindere, 140 - Aldeota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 213m²",213.0,3,4,2,850000.0,1650.0,Rua Padre Quindere,Aldeota,Fortaleza,CE,3990.610328638498,"Edifício Dom João VI, 140, Rua Padre Quinderé, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60125-060, Brasil",-3.737693,-38.50397929987896,3001-5000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1240,"Rua Afonso Celso, 1120 - Aldeota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 184m²",184.0,3,5,4,1000000.0,1300.0,Rua Afonso Celso,Aldeota,Fortaleza,CE,5434.782608695652,"Rua Afonso Celso, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60140-190, Brasil",-3.7377744680867457,-38.50429492733239,5001-10000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1241,"Rua Leonardo Mota, 700 - Meireles, Fortaleza - CE","Apartamento com 5 Quartos à Venda, 374m²",374.0,5,4,5,2900000.0,3600.0,Rua Leonardo Mota,Meireles,Fortaleza,CE,7754.010695187166,"Rua Leonardo Mota, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60170-040, Brasil",-3.7276212,-38.49345035,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1242,"Rua Leonardo Mota, 988 - Aldeota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 216m²",216.0,3,5,3,1500000.0,2000.0,Rua Leonardo Mota,Aldeota,Fortaleza,CE,6944.444444444444,"Rua Leonardo Mota, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60140-155, Brasil",-3.74081915,-38.49766325,5001-10000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1243,"Rua Osvaldo Cruz, 1024 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 330m²",330.0,4,5,5,4580000.0,2300.0,Rua Osvaldo Cruz,Meireles,Fortaleza,CE,13878.787878787878,"Rua Osvaldo Cruz, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60125-150, Brasil",-3.731149186801925,-38.49887184885045,10001-15000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1244,"Rua Bento Albuquerque, 375 - Cocó, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 302m²",302.0,4,5,5,5137320.0,2000.0,Rua Bento Albuquerque,Cocó,Fortaleza,CE,17010.993377483443,"Rua Bento Albuquerque, Cocó, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60192-250, Brasil",-3.746946887440581,-38.47330576545293,15000 - 250000000,2,0.9979757085020242,0.4967051070840197,0.8935119536647478,0.7622655996830392
1245,"Rua Silva Paulet, 498 - Meireles, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 272m²",272.0,4,4,5,3280000.0,1920.0,Rua Silva Paulet,Meireles,Fortaleza,CE,12058.823529411764,"Rua Silva Paulet, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60120-020, Brasil",-3.7286381771965793,-38.50353679873303,10001-15000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1246,"Avenida Beira Mar, 4050 - Mucuripe, Fortaleza - CE","Flat com Quarto à Venda, 43m²",43.0,1,1,1,600000.0,1120.0,Avenida Beira Mar,Mucuripe,Fortaleza,CE,13953.488372093025,"50 Sabores, 4050, Avenida Beira Mar, Mucuripe, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-121, Brasil",-3.7233999,-38.4843788,10001-15000,2,0.9827935222672064,0.6935749588138385,0.73180929102503,0.7930815919643188
1247,"Rua Vilebaldo Aguiar, 2315 - Cocó, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 111m²",111.0,3,4,2,1300000.0,1100.0,Rua Vilebaldo Aguiar,Cocó,Fortaleza,CE,11711.711711711712,"Rua Vilebaldo Aguiar, Cocó, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60192-025, Brasil",-3.744471703581086,-38.47570983423499,10001-15000,2,0.9979757085020242,0.4967051070840197,0.8935119536647478,0.7622655996830392
1248,"Avenida Beira Mar, 3660 - Mucuripe, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 262m²",262.0,4,4,5,4500000.0,4500.0,Avenida Beira Mar,Mucuripe,Fortaleza,CE,17175.57251908397,"Avenida Beira Mar, Mucuripe, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-121, Brasil",-3.723337651727699,-38.487658262380776,15000 - 250000000,2,0.9827935222672064,0.6935749588138385,0.73180929102503,0.7930815919643188
1249,"Rua Cineasta Euselio Oliveira - Papicu, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 138m²",138.0,3,4,3,1190000.0,980.0,Rua Cineasta Euselio Oliveira,Papicu,Fortaleza,CE,8623.188405797102,"Rua Cineasta Eusélio Oliveira, Papicu, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60176-090, Brasil",-3.739695217600072,-38.47079303793417,5001-10000,2,0.951417004048583,0.4316309719934102,0.3617821880600768,0.5296352680519618
1250,"Rua Reverendo Bolivar Pinto Bandeira, 650 - Guararapes, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 372m²",372.0,4,7,4,3420000.0,2000.0,Rua Reverendo Bolivar Pinto Bandeira,Guararapes,Fortaleza,CE,9193.548387096776,"Rua Reverendo Bolivar Pinto Bandeira, Guararapes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60810-220, Brasil",-3.7682863674000338,-38.49131961885957,5001-10000,2,0.993927125506073,0.4794069192751236,0.9499194512745996,0.7678007652028228
1251,"Rua Monsenhor Bruno - Meireles, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 151m²",151.0,3,4,3,1660000.0,1300.0,Rua Monsenhor Bruno,Meireles,Fortaleza,CE,10993.377483443708,"Rua Monsenhor Bruno, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60115-190, Brasil",-3.72642317609768,-38.507493424096886,10001-15000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1252,"Rua Desembargador Leite Albuquerque, 290 - Aldeota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 140m²",140.0,3,4,3,650100.0,1650.0,Rua Desembargador Leite Albuquerque,Aldeota,Fortaleza,CE,4643.571428571428,"Rua Desembargador Leite Albuquerque, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60175-030, Brasil",-3.7396902257140514,-38.49110984655331,3001-5000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1253,"Avenida Coronel Miguel Dias, 1084 - Guararapes, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 245m²",245.0,4,6,4,3590000.0,2800.0,Avenida Coronel Miguel Dias,Guararapes,Fortaleza,CE,14653.061224489797,"Avenida Coronel Miguel Dias, Guararapes, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60810-160, Brasil",-3.76397455,-38.48773205,10001-15000,2,0.993927125506073,0.4794069192751236,0.9499194512745996,0.7678007652028228
1254,"Avenida Padre Antônio Tomás, 630 - Aldeota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 360m²",360.0,3,5,4,1690000.0,2600.0,Avenida Padre Antônio Tomás,Aldeota,Fortaleza,CE,4694.444444444444,"Avenida Padre Antônio Tomás, Aldeota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60170-002, Brasil",-3.740335665011847,-38.49905223875095,3001-5000,2,0.9940283400809716,0.8410214168039539,0.7783901365088925,0.8665648093321585
1255,"Rua Tavares Coutinho, 1736 - Varjota, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 145m²",145.0,3,3,2,750000.0,1362.0,Rua Tavares Coutinho,Varjota,Fortaleza,CE,5172.413793103448,"1736, Rua Tavares Coutinho, Varjota, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60160-130, Brasil",-3.7330496,-38.48766506748471,5001-10000,2,0.9919028340080972,0.6655683690280065,0.5597624762812511,0.717610077758962
1256,"Rua Leonardo Mota, 700 - Meireles, Fortaleza - CE","Apartamento com 2 Quartos à Venda, 317m²",317.0,2,3,5,3400000.0,3500.0,Rua Leonardo Mota,Meireles,Fortaleza,CE,10725.552050473189,"Rua Leonardo Mota, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60170-040, Brasil",-3.7276212,-38.49345035,10001-15000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1257,"Rua Pereira Valente - Meireles, Fortaleza - CE","Apartamento com 5 Quartos à Venda, 309m²",309.0,5,6,5,3100000.0,3000.0,Rua Pereira Valente,Meireles,Fortaleza,CE,10032.362459546926,"Rua Pereira Valente, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60160-250, Brasil",-3.734850187164448,-38.48911901530319,10001-15000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1258,"Rua Silva Jatahy - Meireles, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 235m²",235.0,3,3,3,2450000.0,2535.0,Rua Silva Jatahy,Meireles,Fortaleza,CE,10425.531914893618,"Rua Silva Jatahy, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-070, Brasil",-3.7301737941058266,-38.49019400019025,10001-15000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1259,"Rua Tomás Pompeu, 325 - Meireles, Fortaleza - CE","Apartamento com 3 Quartos à Venda, 218m²",218.0,3,5,4,1985000.0,2600.0,Rua Tomás Pompeu,Meireles,Fortaleza,CE,9105.504587155963,"Rua Tomás Pompeu, Meireles, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60160-080, Brasil",-3.726321898937047,-38.50432156113954,5001-10000,2,1.0,0.8657331136738056,1.0,0.9530770452991866
1260,"Rua Senador Machado - Mucuripe, Fortaleza - CE","Apartamento com 4 Quartos à Venda, 250m²",250.0,4,4,4,3600000.0,1400.0,Rua Senador Machado,Mucuripe,Fortaleza,CE,14400.0,"Rua Senador Machado, Mucuripe, Fortaleza, Região Geográfica Imediata de Fortaleza, Região Geográfica Intermediária de Fortaleza, Ceará, Região Nordeste, 60165-170, Brasil",-3.724397949720848,-38.48596625786471,10001-15000,2,0.9827935222672064,0.6935749588138385,0.73180929102503,0.7930815919643188
