,bairro/cidade,rua,legenda,area m²,Quartos,banheiros,vagas,preço,condominio,bairro,cidade
1023,"Jóquei Clube, Fortaleza",Rua Professor Manoel Lourenço,"Apartamento para comprar 
Jóquei Clube, Fortaleza",49.0,2,1,1,350000.0,445.0,Jóquei Clube, Fortaleza
1025,"Meireles, Fortaleza",Rua Barão de Aracati,"Apartamento para comprar 
Meireles, Fortaleza",56.0,2,2,1,700000.0,770.0,Meireles, Fortaleza
1026,"Parque Araxá, Fortaleza",Rua Otávio Justa,"Casa para comprar 
Parque Araxá, Fortaleza",435.0,6,5,3,1650000.0,0.0,Parque Araxá, Fortaleza
1027,"Manoel Dias Branco, Fortaleza",Rua Vilebaldo Aguiar,"Casa para comprar 
Manoel Dias Branco, Fortaleza",252.0,6,4,4,589000.0,0.0,Manoel Dias Branco, Fortaleza
1028,"Parque Iracema, Fortaleza",Rua 3,"Apartamento para comprar 
Parque Iracema, Fortaleza",73.0,3,2,2,570000.0,541.0,Parque Iracema, Fortaleza
1029,"Cambeba, Fortaleza",Avenida Deputado Joaquim de Figueiredo Correia,"Casa para comprar 
Cambeba, Fortaleza",231.0,4,5,4,820000.0,0.0,Cambeba, Fortaleza
1030,"Jardim Cearense, Fortaleza",Rua 5,"Casa para comprar 
Jardim Cearense, Fortaleza",120.0,2,2,1,260000.0,0.0,Jardim Cearense, Fortaleza
1032,"Aldeota, Fortaleza",Rua Marcos Macêdo,"Apartamento para comprar 
Aldeota, Fortaleza",40.0,1,1,1,487600.0,0.0,Aldeota, Fortaleza
1033,"Cajazeiras, Fortaleza",Rua Dom Marcos Teixeira,"Apartamento para comprar 
Cajazeiras, Fortaleza",44.0,2,1,1,32000.0,200.0,Cajazeiras, Fortaleza
1034,"Ancuri, Fortaleza",Rodovia Quarto Anel Viário,"Apartamento para comprar 
Ancuri, Fortaleza",55.0,2,2,1,173000.0,0.0,Ancuri, Fortaleza
1035,"Aldeota, Fortaleza",Rua Leonardo Mota,"Apartamento para comprar 
Aldeota, Fortaleza",98.0,3,3,2,550000.0,1114.0,Aldeota, Fortaleza
1036,"Cambeba, Fortaleza",Rua Professor Solon Farias,"Casa para comprar 
Cambeba, Fortaleza",306.0,3,4,5,1790000.0,2012.0,Cambeba, Fortaleza
1038,"Cambeba, Fortaleza",Rua Luís Girão,"Casa de condomínio para comprar 
Cambeba, Fortaleza",192.0,4,4,2,780000.0,1000.0,Cambeba, Fortaleza
1040,"Maraponga, Fortaleza",Rua Júlio Alcides,"Apartamento para comprar 
Maraponga, Fortaleza",49.0,2,1,1,180000.0,268.0,Maraponga, Fortaleza
1041,"Cajazeiras, Fortaleza",Rua Tibúrcio Pereira,"Apartamento para comprar 
Cajazeiras, Fortaleza",50.0,3,1,1,138000.0,280.0,Cajazeiras, Fortaleza
1042,"Ancuri, Fortaleza",Rodovia Quarto Anel Viário,"Apartamento para comprar 
Ancuri, Fortaleza",55.0,2,2,1,158000.0,0.0,Ancuri, Fortaleza
1043,"Pedras, Fortaleza",Rua Quartzo,"Casa para comprar 
Pedras, Fortaleza",87.0,3,2,2,215000.0,0.0,Pedras, Fortaleza
1044,"Cajazeiras, Fortaleza",Avenida Geógrafo Antônio Ribeiro Zaranza,"Apartamento para comprar 
Cajazeiras, Fortaleza",44.0,2,1,1,35000.0,200.0,Cajazeiras, Fortaleza
1045,"Cocó, Fortaleza",Rua Andrade Furtado,"Apartamento para comprar 
Cocó, Fortaleza",196.0,3,4,4,1850000.0,1800.0,Cocó, Fortaleza
1046,"Aldeota, Fortaleza",Rua Carolina Sucupira,"Apartamento para comprar 
Aldeota, Fortaleza",130.0,2,3,1,380000.0,1115.0,Aldeota, Fortaleza
1048,"Dionisio Torres, Fortaleza",Avenida Barão de Studart,"Apartamento para comprar 
Dionisio Torres, Fortaleza",116.0,3,3,3,529000.0,1300.0,Dionisio Torres, Fortaleza
1049,"Praia de Iracema, Fortaleza",Rua dos Tabajaras,"Apartamento para comprar 
Praia de Iracema, Fortaleza",197.0,4,6,4,2800000.0,4000.0,Praia de Iracema, Fortaleza
1050,"Itaperi, Fortaleza",Rua 4,"Casa para comprar 
Itaperi, Fortaleza",231.0,4,5,2,1350000.0,0.0,Itaperi, Fortaleza
1051,"Guararapes, Fortaleza",Rua Olímpio Galdino de Sousa,"Apartamento para comprar 
Guararapes, Fortaleza",178.0,4,6,3,1850000.0,1800.0,Guararapes, Fortaleza
1052,"Meireles, Fortaleza",Rua Ana Bilhar,"Apartamento para comprar 
Meireles, Fortaleza",120.0,3,4,2,1428000.0,1303.0,Meireles, Fortaleza
1053,"Aldeota, Fortaleza",Rua Barbosa de Freitas,"Apartamento para comprar 
Aldeota, Fortaleza",54.0,2,2,2,757635.0,1.0,Aldeota, Fortaleza
1054,"Aldeota, Fortaleza",Rua Coronel Linhares,"Apartamento para comprar 
Aldeota, Fortaleza",140.0,3,4,2,750000.0,1420.0,Aldeota, Fortaleza
1055,"Jardim Cearense, Fortaleza",Rua Holanda,"Casa para comprar 
Jardim Cearense, Fortaleza",420.0,4,4,3,1950000.0,0.0,Jardim Cearense, Fortaleza
1056,"Itaperi, Fortaleza",Rua Recanto Tranquilo,"Casa de condomínio para comprar 
Itaperi, Fortaleza",90.0,3,2,2,399000.0,480.0,Itaperi, Fortaleza
1057,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Caio Cid,"Casa para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",201.0,4,4,4,990000.0,350.0,Engenheiro Luciano Cavalcante, Fortaleza
1058,"Papicu, Fortaleza",Avenida Santos Dumont,"Apartamento para comprar 
Papicu, Fortaleza",100.0,4,3,1,365000.0,923.0,Papicu, Fortaleza
1059,"Rachel de Queiroz, Fortaleza",Rua B,"Apartamento para comprar 
Rachel de Queiroz, Fortaleza",44.0,2,1,1,240000.0,0.0,Rachel de Queiroz, Fortaleza
1062,"Dendê, Fortaleza",Rua B,"Apartamento para comprar 
Dendê, Fortaleza",48.0,2,1,1,235000.0,185.0,Dendê, Fortaleza
1063,"Paupina, Fortaleza",Rua A,"Apartamento para comprar 
Paupina, Fortaleza",47.0,2,1,1,85000.0,0.0,Paupina, Fortaleza
1064,"Parque Manibura, Fortaleza",Rua Doutor José Perdigão,"Apartamento para comprar 
Parque Manibura, Fortaleza",67.0,3,2,2,320000.0,759.0,Parque Manibura, Fortaleza
1065,"Vicente Pinzon, Fortaleza",Rua Professor Heráclito,"Casa para comprar 
Vicente Pinzon, Fortaleza",225.0,2,2,1,520000.0,0.0,Vicente Pinzon, Fortaleza
1066,"Vila União, Fortaleza",Rua Jorge Severiano,"Apartamento para comprar 
Vila União, Fortaleza",109.0,3,2,2,290000.0,468.0,Vila União, Fortaleza
1067,"Mucuripe, Fortaleza",Rua Irmã Simas,"Cobertura para comprar 
Mucuripe, Fortaleza",216.0,4,5,3,690000.0,1030.0,Mucuripe, Fortaleza
1068,"Passaré, Fortaleza",Rua Trajano de Morais,"Casa de condomínio para comprar 
Passaré, Fortaleza",86.0,3,2,2,350000.0,200.0,Passaré, Fortaleza
1069,"Edson Queiroz, Fortaleza",Rua Mário Alencar Araripe,"Apartamento para comprar 
Edson Queiroz, Fortaleza",51.0,2,2,1,372493.0,0.0,Edson Queiroz, Fortaleza
1070,"Paupina, Fortaleza",Rua Tropical,"Apartamento para comprar 
Paupina, Fortaleza",48.0,2,2,1,210000.0,310.0,Paupina, Fortaleza
1071,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Armando Dall'olio,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",73.0,2,2,2,580000.0,650.0,Engenheiro Luciano Cavalcante, Fortaleza
1072,"Benfica, Fortaleza",Rua Senador Pompeu,"Apartamento para comprar 
Benfica, Fortaleza",60.0,2,2,1,470000.0,400.0,Benfica, Fortaleza
1073,"Aldeota, Fortaleza",Rua Desembargador Leite Albuquerque,"Apartamento para comprar 
Aldeota, Fortaleza",155.0,3,4,2,600000.0,880.0,Aldeota, Fortaleza
1074,"Siqueira, Fortaleza",Rua Osiá Montenegro,"Apartamento para comprar 
Siqueira, Fortaleza",56.0,3,3,2,230000.0,180.0,Siqueira, Fortaleza
1075,"Boa Vista, Fortaleza",Avenida Alberto Craveiro,"Apartamento para comprar 
Boa Vista, Fortaleza",45.0,2,1,1,185000.0,345.0,Boa Vista, Fortaleza
1076,"Farias Brito, Fortaleza",Rua Padre Mororó,"Casa para comprar 
Farias Brito, Fortaleza",206.0,11,12,2,1200000.0,1.0,Farias Brito, Fortaleza
1077,"Ancuri, Fortaleza",Rodovia Quarto Anel Viário,"Casa para comprar 
Ancuri, Fortaleza",80.0,2,2,2,190000.0,0.0,Ancuri, Fortaleza
1078,"Praia do Futuro I, Fortaleza",Avenida Pintor Antônio Bandeira,"Apartamento para comprar 
Praia do Futuro I, Fortaleza",120.0,4,3,1,245000.0,950.0,Praia do Futuro I, Fortaleza
1080,"Serrinha, Fortaleza",Rua Magnólia,"Apartamento para comprar 
Serrinha, Fortaleza",68.0,3,2,1,380000.0,0.0,Serrinha, Fortaleza
1081,"Joaquim Távora, Fortaleza",Rua Tomás Acioli,"Apartamento para comprar 
Joaquim Távora, Fortaleza",58.0,1,2,1,690000.0,680.0,Joaquim Távora, Fortaleza
1082,"Benfica, Fortaleza",Rua Júlio César,"Apartamento para comprar 
Benfica, Fortaleza",45.0,2,1,1,357254.0,0.0,Benfica, Fortaleza
1083,"Vicente Pinzon, Fortaleza",Rua Pascoal de Castro Alves,"Casa para comprar 
Vicente Pinzon, Fortaleza",300.0,5,5,4,600000.0,0.0,Vicente Pinzon, Fortaleza
1085,"Meireles, Fortaleza",Rua José Napoleão,"Apartamento para comprar 
Meireles, Fortaleza",203.0,5,6,2,1100000.0,1600.0,Meireles, Fortaleza
1086,"Engenheiro Luciano Cavalcante, Fortaleza",Avenida Comodoro Estácio Brígido,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",70.0,3,3,1,360000.0,750.0,Engenheiro Luciano Cavalcante, Fortaleza
1089,"Lagoa Redonda, Fortaleza",Rua Martins de Araújo,"Casa de condomínio para comprar 
Lagoa Redonda, Fortaleza",60.0,2,3,2,215000.0,330.0,Lagoa Redonda, Fortaleza
1090,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Armando Dall'olio,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",72.0,2,2,2,660000.0,750.0,Engenheiro Luciano Cavalcante, Fortaleza
1091,"Cajazeiras, Fortaleza",Avenida Deputado Paulino Rocha,"Apartamento para comprar 
Cajazeiras, Fortaleza",56.0,2,1,1,114000.0,258.0,Cajazeiras, Fortaleza
1092,"Lagoa Redonda, Fortaleza",Avenida Professor José Arthur de Carvalho,"Casa para comprar 
Lagoa Redonda, Fortaleza",180.0,3,4,2,420000.0,500.0,Lagoa Redonda, Fortaleza
1093,"Pedras, Fortaleza",Avenida Dionísio Alencar,"Casa para comprar 
Pedras, Fortaleza",95.0,3,2,4,300000.0,0.0,Pedras, Fortaleza
1095,"Parque Araxá, Fortaleza",Rua Padre Guerra,"Casa para comprar 
Parque Araxá, Fortaleza",292.0,6,2,4,995000.0,0.0,Parque Araxá, Fortaleza
1096,"Centro, Fortaleza",Avenida Dom Manuel,"Apartamento para comprar 
Centro, Fortaleza",55.0,2,2,1,465000.0,400.0,Centro, Fortaleza
1097,"Paupina, Fortaleza",Rua Central do Loteamento Parque Messejana,"Apartamento para comprar 
Paupina, Fortaleza",49.0,2,2,1,100000.0,290.0,Paupina, Fortaleza
1098,"Mondubim, Fortaleza",Rua Doutor Rodrigo Codes Sandoval,"Apartamento para comprar 
Mondubim, Fortaleza",56.0,3,2,1,379000.0,348.0,Mondubim, Fortaleza
1099,"Barroso, Fortaleza",Rua Valéria,"Apartamento para comprar 
Barroso, Fortaleza",70.0,3,3,2,190000.0,330.0,Barroso, Fortaleza
1100,"Jóquei Clube, Fortaleza",Rua Professor Manoel Lourenço,"Apartamento para comprar 
Jóquei Clube, Fortaleza",48.0,2,1,1,365000.0,0.0,Jóquei Clube, Fortaleza
1101,"Papicu, Fortaleza",Rua Amélia Benebien,"Apartamento para comprar 
Papicu, Fortaleza",119.0,4,4,2,650000.0,1052.0,Papicu, Fortaleza
1102,"Cajazeiras, Fortaleza",Rua Padre Paulino,"Apartamento para comprar 
Cajazeiras, Fortaleza",66.0,3,2,1,185000.0,380.0,Cajazeiras, Fortaleza
1103,"Fátima, Fortaleza",Rua Ministro Joaquim Bastos,"Apartamento para comprar 
Fátima, Fortaleza",83.0,3,2,2,749000.0,966.0,Fátima, Fortaleza
1104,"Sapiranga-Coité, Fortaleza",Avenida Conselheiro Gomes de Freitas,"Apartamento para comprar 
Sapiranga-Coité, Fortaleza",51.0,2,2,1,355000.0,0.0,Sapiranga-Coité, Fortaleza
1105,"Meireles, Fortaleza",Rua Ana Bilhar,"Apartamento para comprar 
Meireles, Fortaleza",120.0,3,3,2,1490000.0,1300.0,Meireles, Fortaleza
1106,"Passaré, Fortaleza",Rua Coronel Chico Alves,"Apartamento para comprar 
Passaré, Fortaleza",44.0,2,1,1,170000.0,370.0,Passaré, Fortaleza
1108,"Ancuri, Fortaleza",Rodovia Quarto Anel Viário,"Apartamento para comprar 
Ancuri, Fortaleza",55.0,2,2,1,164000.0,0.0,Ancuri, Fortaleza
1109,"Engenheiro Luciano Cavalcante, Fortaleza",Rua Gontran Giffoni,"Apartamento para comprar 
Engenheiro Luciano Cavalcante, Fortaleza",84.0,3,3,2,850000.0,440.0,Engenheiro Luciano Cavalcante, Fortaleza
1110,"Presidente Kennedy, Fortaleza",Avenida Cearenses,"Apartamento para comprar 
Presidente Kennedy, Fortaleza",53.0,2,1,1,396000.0,0.0,Presidente Kennedy, Fortaleza
1111,"Messejana, Fortaleza",Rua Coronel João de Oliveira,"Apartamento para comprar 
Messejana, Fortaleza",65.0,3,2,2,420000.0,440.0,Messejana, Fortaleza
1112,"Jangurussu, Fortaleza",Rua B,"Apartamento para comprar 
Jangurussu, Fortaleza",51.0,2,1,1,210000.0,0.0,Jangurussu, Fortaleza
1113,"Amadeu Furtado, Fortaleza",Avenida Jovita Feitosa,"Apartamento para comprar 
Amadeu Furtado, Fortaleza",100.0,4,4,1,270000.0,600.0,Amadeu Furtado, Fortaleza
1115,"Pedras, Fortaleza",Avenida Dionísio Alencar,"Casa para comprar 
Pedras, Fortaleza",95.0,2,2,2,210000.0,0.0,Pedras, Fortaleza
1116,"Novo Mondubim, Fortaleza",Rua 101,"Apartamento para comprar 
Novo Mondubim, Fortaleza",40.0,2,1,1,27900.0,200.0,Novo Mondubim, Fortaleza
1118,"Passaré, Fortaleza",Rua das Carnaúbas,"Apartamento para comprar 
Passaré, Fortaleza",55.0,3,2,2,350000.0,369.0,Passaré, Fortaleza
